公司,城市,简评,结果,难度,自评
上海软科,上海,面试感受很不好，非常不好，实在找不到工作的才会去，领导格局特别小，一点都不尊重人，这种公司没什么发展。,面试通过,一般,不好
英敏特信息咨询（上海）有限公司,上海,做了case study 也做了presentation 最终没通过 感觉做的超纲了 没有达到点子上,面试未通过,有难度,一般
杭州味捷餐饮有限公司,杭州,打着面试的幌子收集你前任公司的薪资信息等，要不要面试你们自己看。感觉hr特不专业，大路货，公司资料背的特别熟，但你问她岗位工作内容时，回答是这样的：我给你先介绍下公司的组织架构，巴拉巴拉，然后就没下文了。真的特别呵呵，你的时间不是时间，我的时间也跟着你呵呵吗？,面试未通过,一般,不好
怡安翰威特咨询(上海)有限公司,上海,首先接到的是网测，并不是很难，其中也包括性格测试等。之后进行了一面，是和HR面，主要聊一下自己的职业发展兴趣等，HR非常专业友善。二面是case presentation，会有challenge的问题，总体感觉还行。,感觉靠谱,有难度,很好
上汽乘用车,上海,填表：基本信息、申请岗位、自我评价、对汽车界的看法；笔试：翻译（关于上汽的汉译英，可以多看看上汽的介绍和重要新闻）；问答（问2016年上海成品油的消耗量是多少）（让你洗上海所有的汽车你会收多少钱）（上海有多少汽车轮胎？）（上海市私家车持有量或洗车费之类的）；选择（行测10道）面试：群面（小组游戏，用扑克牌/剪刀/胶带制作一座塔，要求高度大于50cm，拿着顶部可以移动到任意指定地点不会散架，虽然基本上不会淘汰人，但是随后面试你们组的HR会一直观察记录你们每个人的表现。）并说出寓意，给两副扑克牌，三十分钟内搭五十厘米高的塔单面（不同的HR问题不同，一般都会针对小组游戏，询问你自己在其中的贡献，或者评价其他人的表现。）,感觉靠谱,一般,一般
乐乘盒子/车网互联,北京,进去之后前台让填一个基本信息的表格，然后就被领曲见面试官。面试官应该是数据部门的负责人，问了之前做过的项目，然后讲了车网互联的发展、业务以及部门的主要工作内容。问的问题不是很难，毕竟都是简历上的。然后他讲公司的业务讲的很细，让面试的人能够很快了解这个公司。最后留了一道业务相关的开放性的题让我写完发给他。总体感觉很好。,感觉靠谱,有难度,很好
大公国际资信评估有限公司,北京,笔试完直接带去项目负责人面试，第二次是人力和总裁面，总裁面不到一分钟，就问了一个问题，关于专业的，不知道结果怎么样,感觉没戏,一般,很好
恒昌利通,北京,公司发展早期 对人才渴求 应聘难度不大 主要了解过往经历 对于工作经历丰富的朋友 不成问题 面试后提交一份脱敏的研究报告 就通过了,面试通过,一般,一般
新锦成,北京,面试官人很好，问了一些关于我家庭、教育和性格方面的问题，都能很顺利的回答。面试结束以后会有一份测试要做，需要一些统计学方面的知识，我这方面的积累不够，应该是过不聊了。,感觉没戏,有难度,一般
百度,北京,由于采用内推制，故省略不少面试环节。面试中主要问一些基础问题，也包括部分算法细节，所以一定要对算法比较熟悉。具体业务背景可以在实践中获得经验。,面试通过,有难度,一般
AdMaster精硕科技,上海,先是群面，全英文案例，只刷了1个。然后晚上收到了案例分析，做ppt。三天之内提交，然后就是等终面。,感觉靠谱,一般,一般
微盟公司,上海,<p>面试也有运气成分也有实力因素，注意说话的方法，一定洋溢着自信。由于要做卷子测试，记得准备充分再去。</p><p>一共2面，直属上级会问技术上的问题，回答要详细，说出以前做个的分析项目与心得，体现出自身专业知识；人事经理会问你薪资待遇、上家离职原因、路程远近等，回答要合理自然，给人一种做事靠谱、能稳定工作的气质。注意一下问题的细节，为自己创造多一点机会。面试完毕之后进行要总结，千万失败否定自己垂头丧气。</p>,面试通过,有难度,一般
郑投网,郑州,还行，技术问题不是很多，剩下的其他也差不多吧还行。,感觉靠谱,有难度,一般
互贷网,上海,造航母的条件进去领螺丝。面试过程根本不知道他在问什么，问SQL，让我空想语句给他还不时打断我，以为自己SQL很了不起。不建议去。,面试未通过,很容易,不好
百度,北京,面试官都比较和蔼，就了解了一下具体情况，笔试难度一般吧。还问了之后对这个行业的发展有什么看法，之后有什么职业规划。,感觉靠谱,有难度,一般
Agoda,上海,全英文电话面试 首先自我介绍为什么要来agoda对agoda理解为什么换工作你之前做的工作内容你在agoda的职业目标你觉得最challenge的事,感觉没戏,有难度,一般
晨哨网,上海,hr很亲切，部门领导不在，直接高层面的，还是很有启发性的。问了一些专业知识和对一些概念的看法。总体感觉有点难度，但还不错。,面试通过,有难度,一般
华北利星行机械,北京,直接用人部门面试，只要对数据敏感，头脑逻辑思维清晰就好，面试很简单。再问问对EXCEL掌握程度，对简单公式及数据透视表熟悉就好。,面试通过,一般,很好
IBM,北京,"Data structure, previous work experience, EDA自我介绍：本人渣硕一枚，不是计算机专业出身，没有项目，找人内推主要是针对简历，问的比较详细，项目经验，对业务的看法，基础知识。",感觉靠谱,困难,一般
中国移动,杭州,感觉他们比较在意学校，专业倒不是很在意，因为现在去移动的电子专业的人很少的，都是其他专业的，比较在你的过往经历，如果你有很多证书，优秀干部之类的会加分，比较在意稳定性，现在移动流动性比较大。,感觉靠谱,有难度,一般
九鼎投资,北京,周一2017.6.19下午两点面试，环境我看不错，没进公司内部，就在类似公共休息区给我面的没问多少技术问题。全是业务问题。,感觉没戏,有难度,一般
广州国脉互联信息咨询有限公司,广州,<p>到了公司以后，先安排做一套和咨询有关的题目，让你写出对咨询的理解、最常访问的网站的优缺点、如果自己做行业调研的话会从哪些方面搜集信息、还有就是一篇工作报告一样的文章，让你改病句错词，并提炼浓缩成100字，再有就是对自己的职业规划。</p><p>之后是经理来面试，介绍了一下这份工作的内容，又问了几个简历上的事项，总的来说很顺利。</p>,面试通过,一般,很好
北京百迈客生物科技有限公司,北京,感觉面试还行，和技术部门的面试了一下，问的研究生研究课题（我是应届生），学了什么，都还行，人事也交流了但是觉得人事态度不是很好，没耐心，由于我是转行业没有经验所以工资不是很高。,面试通过,有难度,一般
阿里巴巴,杭州,感觉问的很灵活，针对工作中的真实场景进行设问，让你给出自己的想法和思考。比较能考察思维能力和反应速度。,感觉靠谱,有难度,一般
济宁融拓电子科技有限公司,上海,由于cto航班耽搁，等了有四个小时，最后拿到offer但是薪资与职位发布时写的差距太大。经过两轮面试，跟人事经理和cto，都大概聊了下项目，没有问太多技术的东西，公司刚来上海，人还比较少，最后聊offer时候的人事实在不专业，态度很强硬。,面试通过,有难度,一般
重庆京因生物科技有限责任公司,重庆,面试的人很能忽悠，各种福利工资待遇承诺，可是要等转正才有，但是转正以后跟本不是一回事，该承诺的一个没有，新员工来了就走。,面试通过,很容易,一般
